,Year_Site,Year_JulianDay_Site,Year_Round_Site,Site,Year_Round,Year,Year_JulianDay,HabitatType,Round,Flwr_Rich,Flwr_cov_perc,Bee_rich,Bee_abun,Abun_BB,Abun_SB,Notes,JulianDay,SumDD5,Treatment,YearMA,Treatment_Year,BterrAbun,BBAbun_notBterr,Blap,BBAbun_notBlap,LandscapeFlwrCov,LastYearAvgLFC,CumulativeLFC,LastYearCumulativeLFC
2282,2022_R8,2022_142_R8,2022_1_R8,R8,2022_1,2022,2022_142,Road Verge,1,6,0.070002655,0,0,0,0,,142,563.8,CIL,NA,CIL_NA,0,0,0,0,0.007758551,0.011477951,0.248467488,0.70299612
2348,2022_W19,2022_142_W19,2022_1_W19,W19,2022_1,2022,2022_142,Water Retention Site,1,12,0.895301688,6,8,1,7,,142,563.8,MA,2020,MA_2020,0,1,0,1,0.017763919,0.049982894,0.561026036,1.798404688
2055,2022_F12,2022_143_F12,2022_1_F12,F12,2022_1,2022,2022_143,Field Margin,1,6,0.417959595,0,0,0,0,,143,576.8,CIL,NA,CIL_NA,0,0,0,0,0.062083831,0.111964168,0.58231455,3.074200769
2071,2022_F17,2022_143_F17,2022_1_F17,F17,2022_1,2022,2022_143,Field Margin,1,10,0.702186008,1,1,0,1,,143,576.8,CIL,NA,CIL_NA,0,0,0,0,0.00161522,0.002568706,0.059790324,0.217516402
2085,2022_F21,2022_143_F21,2022_1_F21,F21,2022_1,2022,2022_143,Field Margin,1,0,0,0,0,0,0,,143,576.8,CIL,NA,CIL_NA,0,0,0,0,0.407126993,0.745420802,2.465084637,18.50112362
2191,2022_P20,2022_143_P20,2022_1_P20,P20,2022_1,2022,2022_143,Pasture,1,2,0.09737192,0,0,0,0,,143,576.8,MA,2020,MA_2020,0,0,0,0,0.189211119,0.478648003,4.022552581,14.49682326
2207,2022_P25,2022_143_P25,2022_1_P25,P25,2022_1,2022,2022_143,Pasture,1,22,3.078010478,4,10,10,0,,143,576.8,MA,2022,MA_2022,4,6,2,8,0.216097758,0.491554153,3.639740678,14.79632771
2320,2022_W10,2022_143_W10,2022_1_W10,W10,2022_1,2022,2022_143,Water Retention Site,1,15,0.090671534,2,8,0,8,,143,576.8,MA,2020,MA_2020,0,0,0,0,0.008003776,0.012486846,0.276146226,0.679440243
2377,2022_W8,2022_143_W8,2022_1_W8,W8,2022_1,2022,2022_143,Water Retention Site,1,14,0.532310712,2,2,2,0,,143,576.8,CIL,NA,CIL_NA,1,1,0,2,0.013289811,0.02832466,0.383930402,1.169192162
2381,2022_W9,2022_143_W9,2022_1_W9,W9,2022_1,2022,2022_143,Water Retention Site,1,16,0.207884882,0,0,0,0,,143,576.8,CIL,NA,CIL_NA,0,0,0,0,0.007781938,0.012149436,0.26741168,0.666745493
2257,2022_R19,2022_144_R19,2022_1_R19,R19,2022_1,2022,2022_144,Road Verge,1,15,0.220435818,3,3,2,1,,144,584.6,CIL,NA,CIL_NA,1,1,0,2,0.243615471,0.597239043,4.896153724,17.7087948
2259,2022_R2,2022_144_R2,2022_1_R2,R2,2022_1,2022,2022_144,Road Verge,1,13,0.097721754,0,0,0,0,,144,584.6,MA,2020,MA_2020,0,0,0,0,0.270601116,0.669677193,5.926211137,20.44838454
2287,2022_S1,2022_144_S1,2022_1_S1,S1,2022_1,2022,2022_144,Species Rich Grassland,1,15,4.756123974,6,13,9,4,,144,584.6,CIL,NA,CIL_NA,3,6,3,6,0.237557771,0.582081472,4.756930905,17.22867863
2370,2022_W6,2022_144_W6,2022_1_W6,W6,2022_1,2022,2022_144,Water Retention Site,1,10,0.152855005,0,0,0,0,,144,584.6,CIL,NA,CIL_NA,0,0,0,0,0.198452107,0.499841915,4.702644367,15.67839151
1994,2022_CR10,2022_145_CR10,2022_1_CR10,CR10,2022_1,2022,2022_145,Road Verge,1,4,0.010899177,0,0,0,0,,145,594,COL,NA,COL_NA,0,0,0,0,0.022881431,0.054477808,0.579221897,1.888772042
2066,2022_F15,2022_145_F15,2022_1_F15,F15,2022_1,2022,2022_145,Field Margin,1,10,0.297801158,1,1,0,1,,145,594,CIL,NA,CIL_NA,0,0,0,0,0.067735102,0.138585624,0.562425744,3.142672839
2108,2022_F8,2022_145_F8,2022_1_F8,F8,2022_1,2022,2022_145,Field Margin,1,1,0.00020944,0,0,0,0,,145,594,CIL,NA,CIL_NA,0,0,0,0,0.063114625,0.157933218,1.540048038,5.124565169
2162,2022_P1,2022_145_P1,2022_1_P1,P1,2022_1,2022,2022_145,Pasture,1,5,0.097811415,0,0,0,0,,145,594,CIL,NA,CIL_NA,0,0,0,0,0.383065528,0.859782172,5.727729682,22.84311285
2330,2022_W13,2022_145_W13,2022_1_W13,W13,2022_1,2022,2022_145,Water Retention Site,1,19,0.267472232,0,0,0,0,,145,594,MA,2020,MA_2020,0,0,0,0,0.101062426,0.253174719,2.596418897,8.284307701
1945,2022_CH5,2022_146_CH5,2022_2_CH5,CH5,2022_2,2022,2022_146,Hedge,2,1,0.000826,0,0,0,0,,146,605.3,COL,NA,COL_NA,0,0,0,0,0.009129134,0.018174567,0.306243192,0.955430267
1948,2022_CH6,2022_146_CH6,2022_2_CH6,CH6,2022_2,2022,2022_146,Hedge,2,9,0.042871345,1,1,0,1,,146,605.3,COL,NA,COL_NA,0,0,0,0,0.014173918,0.027198227,0.477534215,1.292022511
2113,2022_H1,2022_146_H1,2022_2_H1,H1,2022_2,2022,2022_146,Hedge,2,11,0.175556195,2,2,0,2,,146,605.3,CIL,NA,CIL_NA,0,0,0,0,0.263560882,0.621716465,5.043513085,17.49944854
2125,2022_H13,2022_146_H13,2022_2_H13,H13,2022_2,2022,2022_146,Hedge,2,2,0.016089705,0,0,0,0,,146,605.3,MA,2020,MA_2020,0,0,0,0,0.015123674,0.029779717,0.422476618,1.277319682
2130,2022_H15,2022_146_H15,2022_2_H15,H15,2022_2,2022,2022_146,Hedge,2,2,0.003457397,0,0,0,0,,146,605.3,MA,2020,MA_2020,0,0,0,0,0.006504248,0.01071953,0.193932163,0.62007156
2156,2022_H8,2022_146_H8,2022_2_H8,H8,2022_2,2022,2022_146,Hedge,2,2,0.322438718,3,6,0,6,,146,605.3,CIL,NA,CIL_NA,0,0,0,0,0.155677434,0.367715598,3.090381433,10.70775435
2170,2022_P12,2022_146_P12,2022_1_P12,P12,2022_1,2022,2022_146,Pasture,1,27,0.58306483,6,6,0,6,,146,605.3,CIL,NA,CIL_NA,0,0,0,0,0.336775732,0.782324949,6.270923768,21.83203378
2184,2022_P19,2022_146_P19,2022_1_P19,P19,2022_1,2022,2022_146,Pasture,1,12,0.670536234,5,10,7,3,,146,605.3,CIL,NA,CIL_NA,1,6,4,3,0.256104612,0.591227701,4.535902149,16.18577258
2210,2022_P4,2022_146_P4,2022_1_P4,P4,2022_1,2022,2022_146,Pasture,1,9,0.984857508,2,3,3,0,,146,605.3,CIL,NA,CIL_NA,1,2,2,1,0.467938227,1.018512342,6.1193257,25.09325156
2236,2022_R12,2022_146_R12,2022_1_R12,R12,2022_1,2022,2022_146,Road Verge,1,9,0.670418407,1,1,1,0,,146,605.3,MA,2020,MA_2020,0,1,1,0,0.321727091,0.746568325,5.987781383,20.85401325
2352,2022_W20,2022_146_W20,2022_1_W20,W20,2022_1,2022,2022_146,Water Retention Site,1,13,0.13453414,1,1,1,0,,146,605.3,MA,2020,MA_2020,0,1,0,1,0.203440044,0.471707447,3.748086425,13.04548843
1940,2022_CH2,2022_147_CH2,2022_2_CH2,CH2,2022_2,2022,2022_147,Hedge,2,1,0.010056,1,1,0,1,,147,614.5,COL,NA,COL_NA,0,0,0,0,0.048889334,0.106307096,1.156734235,3.534899618
1907,2022_CF10,2022_151_CF10,2022_2_CF10,CF10,2022_2,2022,2022_151,Field Margin,2,4,0.00094123,1,1,1,0,,151,640.9,COL,NA,COL_NA,0,1,0,1,0.131108942,0.271390641,1.856754861,6.805495423
1973,2022_CP4,2022_151_CP4,2022_2_CP4,CP4,2022_2,2022,2022_151,Pasture,2,5,1.172579799,1,8,8,0,,151,640.9,COL,NA,COL_NA,0,8,8,0,0.263388354,0.500901233,5.754865906,16.4537174
1975,2022_CP5,2022_151_CP5,2022_2_CP5,CP5,2022_2,2022,2022_151,Pasture,2,14,0.234518766,2,8,8,0,,151,640.9,COL,NA,COL_NA,0,8,5,3,0.175725708,0.370097116,3.189382363,10.12871731
1993,2022_CR10,2022_151_CR10,2022_2_CR10,CR10,2022_2,2022,2022_151,Road Verge,2,2,0.009404813,1,1,1,0,,151,640.9,COL,NA,COL_NA,0,1,0,1,0.026791991,0.052861371,0.653799381,1.888772042
2018,2022_CR9,2022_151_CR9,2022_2_CR9,CR9,2022_2,2022,2022_151,Road Verge,2,6,0.033186351,2,2,2,0,,151,640.9,COL,NA,COL_NA,0,2,0,2,0.02999832,0.064204431,0.879101738,2.357123778
2042,2022_CW8,2022_151_CW8,2022_2_CW8,CW8,2022_2,2022,2022_151,Water Retention Site,2,16,0.287232414,3,9,7,2,,151,640.9,COL,NA,COL_NA,0,7,6,1,0.104496355,0.227590393,2.378261571,6.8768538
2044,2022_CW9,2022_151_CW9,2022_2_CW9,CW9,2022_2,2022,2022_151,Water Retention Site,2,0,0,1,1,1,0,,151,640.9,COL,NA,COL_NA,0,1,1,0,0.00747825,0.028861715,0.675378484,1.480577446
2051,2022_F10,2022_151_F10,2022_2_F10,F10,2022_2,2022,2022_151,Field Margin,2,2,0.004735263,1,1,1,0,,151,640.9,CIL,NA,CIL_NA,0,1,1,0,0.027269669,0.057435795,0.678617401,2.299097976
1934,2022_CF9,2022_152_CF9,2022_2_CF9,CF9,2022_2,2022,2022_152,Field Margin,2,2,0.051075653,0,0,0,0,,152,648.5,COL,NA,COL_NA,0,0,0,0,0.061262463,0.117098048,1.408604234,3.878059174
1977,2022_CP6,2022_152_CP6,2022_2_CP6,CP6,2022_2,2022,2022_152,Pasture,2,5,1.262447056,3,5,4,1,,152,648.5,COL,NA,COL_NA,0,4,3,1,0.159300061,0.301878681,3.389227496,9.563391919
2101,2022_F6,2022_152_F6,2022_2_F6,F6,2022_2,2022,2022_152,Field Margin,2,6,0.009957883,0,0,0,0,,152,648.5,CIL,NA,CIL_NA,0,0,0,0,0.151195836,0.286314848,3.003483745,8.80202438
2181,2022_P18,2022_152_P18,2022_2_P18,P18,2022_2,2022,2022_152,Pasture,2,13,0.767052952,2,4,4,0,,152,648.5,MA,2020,MA_2020,0,4,0,4,0.267241849,0.504527034,5.442077203,15.53798175
2264,2022_R20,2022_152_R20,2022_2_R20,R20,2022_2,2022,2022_152,Road Verge,2,14,0.115549412,1,1,1,0,,152,648.5,CIL,NA,CIL_NA,1,0,0,1,0.161544735,0.305368899,3.181420315,9.321295491
2335,2022_W15,2022_152_W15,2022_2_W15,W15,2022_2,2022,2022_152,Water Retention Site,2,5,0.0045372,0,0,0,0,,152,648.5,CIL,NA,CIL_NA,0,0,0,0,0.016620989,0.0401152,0.653830269,1.73846501
2339,2022_W16,2022_152_W16,2022_2_W16,W16,2022_2,2022,2022_152,Water Retention Site,2,14,0.095554616,3,3,1,2,,152,648.5,CIL,NA,CIL_NA,0,1,1,0,0.043777001,0.087123376,1.098952891,3.076613851
1963,2022_CP10,2022_153_CP10,2022_2_CP10,CP10,2022_2,2022,2022_153,Pasture,2,4,0.17494444,1,2,0,2,,153,658.2,COL,NA,COL_NA,0,0,0,0,0.194213771,0.705701232,6.300301433,19.92721504
2015,2022_CR8,2022_153_CR8,2022_2_CR8,CR8,2022_2,2022,2022_153,Road Verge,2,4,0.007306671,1,1,1,0,,153,658.2,COL,NA,COL_NA,0,1,1,0,0.004683682,0.019741633,0.410714957,0.955680891
2023,2022_CW10,2022_153_CW10,2022_2_CW10,CW10,2022_2,2022,2022_153,Water Retention Site,2,15,0.251244059,1,6,6,0,,153,658.2,COL,NA,COL_NA,0,6,6,0,0.060319015,0.217752254,2.126755925,6.418798679
2035,2022_CW5,2022_153_CW5,2022_2_CW5,CW5,2022_2,2022,2022_153,Water Retention Site,2,11,0.241448365,3,3,3,0,,153,658.2,COL,NA,COL_NA,0,3,1,2,0.004729169,0.023254276,0.399756459,1.113179687
2274,2022_R6,2022_153_R6,2022_2_R6,R6,2022_2,2022,2022_153,Road Verge,2,8,0.020402611,2,2,0,2,,153,658.2,MA,2020,MA_2020,0,0,0,0,0.113329448,0.345000105,4.264521431,11.26901226
2315,2022_S9,2022_153_S9,2022_2_S9,S9,2022_2,2022,2022_153,Species Rich Grassland,2,17,1.291263847,8,13,10,3,,153,658.2,CIL,NA,CIL_NA,2,8,2,8,0.240079326,0.934813293,7.104250216,24.44330816
2103,2022_F7,2022_154_F7,2022_2_F7,F7,2022_2,2022,2022_154,Field Margin,2,7,0.800005929,4,39,39,0,,154,672.5,MA,2020,MA_2020,2,37,28,11,0.078363904,0.435800951,5.233196605,13.95711922
2109,2022_F9,2022_154_F9,2022_2_F9,F9,2022_2,2022,2022_154,Field Margin,2,1,0.0017928,0,0,0,0,,154,672.5,CIL,NA,CIL_NA,0,0,0,0,0.009821021,0.04199862,0.538263868,1.595131855
2188,2022_P2,2022_154_P2,2022_2_P2,P2,2022_2,2022,2022_154,Pasture,2,3,0.035276306,1,1,0,1,,154,672.5,CIL,NA,CIL_NA,0,0,0,0,0.040719773,0.225902105,2.768486546,7.400877731
2193,2022_P21,2022_154_P21,2022_2_P21,P21,2022_2,2022,2022_154,Pasture,2,7,0.292354561,5,7,0,7,,154,672.5,CIL,NA,CIL_NA,0,0,0,0,0.019136628,0.105305902,1.33964609,3.636764291
2242,2022_R14,2022_154_R14,2022_2_R14,R14,2022_2,2022,2022_154,Road Verge,2,5,0.037432893,1,1,0,1,,154,672.5,MA,2020,MA_2020,0,0,0,0,0.010349214,0.050778242,0.697760646,1.847239228
2249,2022_R16,2022_154_R16,2022_2_R16,R16,2022_2,2022,2022_154,Road Verge,2,16,0.080392406,4,7,2,5,,154,672.5,MA,2020,MA_2020,0,2,1,1,0.035079827,0.137256637,1.235372301,4.084316965
2326,2022_W12,2022_154_W12,2022_2_W12,W12,2022_2,2022,2022_154,Water Retention Site,2,2,0.000114011,0,0,0,0,,154,672.5,CIL,NA,CIL_NA,0,0,0,0,0.022314827,0.088793892,1.065280556,2.999466029
2333,2022_W14,2022_154_W14,2022_2_W14,W14,2022_2,2022,2022_154,Water Retention Site,2,8,0.073829429,1,2,2,0,,154,672.5,CIL,NA,CIL_NA,1,1,0,2,0.01555425,0.072633336,1.05978436,2.761705822
2201,2022_P23,2022_155_P23,2022_2_P23,P23,2022_2,2022,2022_155,Pasture,2,11,0.408203756,3,6,4,2,,155,687.3,CIL,NA,CIL_NA,0,4,4,0,0.108436221,0.460153191,4.092011269,12.60011297
2239,2022_R13,2022_155_R13,2022_2_R13,R13,2022_2,2022,2022_155,Road Verge,2,1,0.398475031,0,0,0,0,,155,687.3,CIL,NA,CIL_NA,0,0,0,0,0.010132919,0.051759149,0.67973176,1.813988089
2308,2022_S7,2022_155_S7,2022_2_S7,S7,2022_2,2022,2022_155,Species Rich Grassland,2,19,1.309177527,4,14,7,7,,155,687.3,CIL,NA,CIL_NA,0,7,5,2,0.110700555,0.482914184,4.492718706,13.52346227
2342,2022_W17,2022_155_W17,2022_2_W17,W17,2022_2,2022,2022_155,Water Retention Site,2,5,0.003650759,2,2,0,2,,155,687.3,CIL,NA,CIL_NA,0,0,0,0,0.126687567,0.537503771,4.773975005,14.73264069
2343,2022_W18,2022_155_W18,2022_2_W18,W18,2022_2,2022,2022_155,Water Retention Site,2,11,0.240354315,2,6,6,0,,155,687.3,MA,2020,MA_2020,0,6,0,6,0.079487502,0.339149445,3.044331154,9.330583514
1935,2022_CH1,2022_157_CH1,2022_2_CH1,CH1,2022_2,2022,2022_157,Hedge,2,2,0.329085208,0,0,0,0,,157,711.4,COL,NA,COL_NA,0,0,0,0,0.011015865,0.064388831,0.865789386,2.254043008
1951,2022_CH7,2022_157_CH7,2022_2_CH7,CH7,2022_2,2022,2022_157,Hedge,2,4,0.141232027,1,2,2,0,,157,711.4,COL,NA,COL_NA,0,2,0,2,0.063136016,0.318726873,3.423742497,9.58763321
1953,2022_CH8,2022_157_CH8,2022_2_CH8,CH8,2022_2,2022,2022_157,Hedge,2,2,0.047990103,0,0,0,0,,157,711.4,COL,NA,COL_NA,0,0,0,0,0.07535121,0.401105807,4.488730695,12.26414251
2117,2022_H10,2022_157_H10,2022_2_H10,H10,2022_2,2022,2022_157,Hedge,2,3,0.032821636,0,0,0,0,,157,711.4,MA,2020,MA_2020,0,0,0,0,0.039879339,0.244791216,3.135730301,8.19727987
2144,2022_H4,2022_157_H4,2022_2_H4,H4,2022_2,2022,2022_157,Hedge,2,3,0.022744504,1,1,0,1,,157,711.4,CIL,NA,CIL_NA,0,0,0,0,0.069839618,0.381220433,4.411275066,11.7169216
2145,2022_H5,2022_157_H5,2022_2_H5,H5,2022_2,2022,2022_157,Hedge,2,4,0.0591264,3,7,7,0,,157,711.4,MA,2020,MA_2020,2,5,4,3,0.03752964,0.241788577,3.196526656,8.016842549
2148,2022_H6,2022_157_H6,2022_2_H6,H6,2022_2,2022,2022_157,Hedge,2,7,0.384918545,3,8,7,1,,157,711.4,CIL,NA,CIL_NA,0,7,1,6,0.086422219,0.535262924,6.630565031,17.22223856
2151,2022_H7,2022_157_H7,2022_2_H7,H7,2022_2,2022,2022_157,Hedge,2,3,0.00662248,0,0,0,0,,157,711.4,CIL,NA,CIL_NA,0,0,0,0,0.014690016,0.0939949,1.217208386,3.120160868
2159,2022_H9,2022_157_H9,2022_2_H9,H9,2022_2,2022,2022_157,Hedge,2,3,0.036499954,1,1,0,1,,157,711.4,MA,2020,MA_2020,0,0,0,0,0.08337875,0.550762374,7.085915332,18.02455762
1931,2022_CF8,2022_158_CF8,2022_2_CF8,CF8,2022_2,2022,2022_158,Field Margin,2,10,0.412637112,4,13,11,2,,158,721.8,COL,NA,COL_NA,0,11,9,2,0.094756316,0.24313993,2.898325483,7.90960161
2039,2022_CW7,2022_158_CW7,2022_2_CW7,CW7,2022_2,2022,2022_158,Water Retention Site,2,9,0.320404037,8,19,2,17,,158,721.8,COL,NA,COL_NA,0,2,1,1,0.033520872,0.089967159,1.103114127,2.996791861
2360,2022_W22,2022_158_W22,2022_2_W22,W22,2022_2,2022,2022_158,Water Retention Site,2,10,0.417799539,5,12,9,3,,158,721.8,CIL,NA,CIL_NA,0,9,0,9,0.036964742,0.073960921,1.118925399,2.727090846
2091,2022_F3,2022_159_F3,2022_2_F3,F3,2022_2,2022,2022_159,Field Margin,2,1,0.000708,0,0,0,0,,159,731.6,MA,2021,MA_2021,0,0,0,0,0.152568227,0.305396954,4.676096286,11.61919624
2196,2022_P22,2022_159_P22,2022_2_P22,P22,2022_2,2022,2022_159,Pasture,2,3,0.051067947,1,1,0,1,,159,731.6,CIL,NA,CIL_NA,0,0,0,0,0.073112464,0.131025522,2.21833923,5.228083939
2354,2022_W20,2022_159_W20,2022_2_W20,W20,2022_2,2022,2022_159,Water Retention Site,2,11,0.050032855,0,0,0,0,,159,731.6,MA,2020,MA_2020,0,0,0,0,0.167594239,0.347447185,5.157822736,13.04548843
2096,2022_F4,2022_160_F4,2022_2_F4,F4,2022_2,2022,2022_160,Field Margin,2,8,18.98485586,4,29,27,2,,160,741.7,MA,2021,MA_2021,9,18,16,11,0.016732295,0.040655177,0.694034982,1.677772774
2098,2022_F5,2022_160_F5,2022_2_F5,F5,2022_2,2022,2022_160,Field Margin,2,8,1.680415611,7,52,49,3,,160,741.7,MA,2021,MA_2021,12,37,24,25,0.047991181,0.114793367,1.946071534,4.651984853
2174,2022_P14,2022_160_P14,2022_2_P14,P14,2022_2,2022,2022_160,Pasture,2,12,1.425408634,12,31,20,11,,160,741.7,CIL,NA,CIL_NA,0,20,10,10,0.208382358,0.605898671,7.918470169,21.5018607
2244,2022_R15,2022_160_R15,2022_2_R15,R15,2022_2,2022,2022_160,Road Verge,2,13,1.910954333,7,13,10,3,,160,741.7,MA,2020,MA_2020,3,7,2,8,0.10856906,0.340446656,4.042425117,11.66405605
2252,2022_R17,2022_160_R17,2022_2_R17,R17,2022_2,2022,2022_160,Road Verge,2,5,0.053074822,1,1,1,0,,160,741.7,CIL,NA,CIL_NA,0,1,0,1,0.102953728,0.247091003,4.170810818,9.831954322
2302,2022_S5,2022_160_S5,2022_2_S5,S5,2022_2,2022,2022_160,Species Rich Grassland,2,12,0.711880913,7,27,25,2,,160,741.7,CIL,NA,CIL_NA,6,19,14,11,0.100573782,0.315119492,3.750545396,10.809127
2365,2022_W4,2022_161_W4,2022_2_W4,W4,2022_2,2022,2022_161,Water Retention Site,2,9,0.022302092,1,1,0,1,,161,755.4,MA,2020,MA_2020,0,0,0,0,0.026376753,0.105948257,1.545685535,4.069721761
1943,2022_CH4,2022_162_CH4,2022_2_CH4,CH4,2022_2,2022,2022_162,Hedge,2,3,0.0876674,2,2,1,1,,162,769.6,COL,NA,COL_NA,0,1,0,1,0.024905243,0.055205538,1.092790559,2.541875938
1957,2022_CH9,2022_162_CH9,2022_2_CH9,CH9,2022_2,2022,2022_162,Hedge,2,4,0.130933067,5,6,1,5,,162,769.6,COL,NA,COL_NA,1,0,0,1,0.003519185,0.016371651,0.254845118,0.548548989
2118,2022_H11,2022_162_H11,2022_2_H11,H11,2022_2,2022,2022_162,Hedge,2,1,0.001676,1,1,0,1,,162,769.6,MA,2020,MA_2020,0,0,0,0,0.108800214,0.278514171,5.157705656,12.22840168
2121,2022_H12,2022_162_H12,2022_2_H12,H12,2022_2,2022,2022_162,Hedge,2,4,0.032210339,2,2,1,1,,162,769.6,CIL,NA,CIL_NA,0,1,0,1,0.009451435,0.025989407,0.477697141,1.098796623
2128,2022_H14,2022_162_H14,2022_2_H14,H14,2022_2,2022,2022_162,Hedge,2,4,0.065484663,2,3,2,1,,162,769.6,CIL,NA,CIL_NA,0,2,0,2,0.033560509,0.09448654,1.656621975,4.10412368
2133,2022_H16,2022_162_H16,2022_2_H16,H16,2022_2,2022,2022_162,Hedge,2,3,0.009305032,0,0,0,0,,162,769.6,MA,2020,MA_2020,0,0,0,0,0.152538971,0.432611563,7.556972751,18.68355016
2136,2022_H2,2022_162_H2,2022_2_H2,H2,2022_2,2022,2022_162,Hedge,2,2,0.02346802,0,0,0,0,,162,769.6,CIL,NA,CIL_NA,0,0,0,0,0.006268317,0.019651012,0.344728612,0.806172443
2139,2022_H3,2022_162_H3,2022_2_H3,H3,2022_2,2022,2022_162,Hedge,2,4,0.227889722,0,0,0,0,,162,769.6,MA,2020,MA_2020,0,0,0,0,0.012292418,0.032214161,0.603628067,1.386242252
2084,2022_F20,2022_164_F20,2022_2_F20,F20,2022_2,2022,2022_164,Field Margin,2,12,0.06852848,2,2,1,1,,164,791.8,CIL,NA,CIL_NA,0,1,0,1,0.077612893,0.307221855,6.031584119,14.6706103
2206,2022_P25,2022_164_P25,2022_2_P25,P25,2022_2,2022,2022_164,Pasture,2,23,0.946354871,2,8,8,0,,164,791.8,MA,2022,MA_2022,0,8,4,4,0.077482174,0.302691973,6.295158256,14.79632771
2212,2022_P5,2022_164_P5,2022_2_P5,P5,2022_2,2022,2022_164,Pasture,2,9,0.317489075,3,6,5,1,,164,791.8,CIL,NA,CIL_NA,0,5,3,2,0.0869961,0.30844881,6.59267882,15.67806633
2215,2022_P6,2022_164_P6,2022_2_P6,P6,2022_2,2022,2022_164,Pasture,2,7,0.059705596,0,0,0,0,,164,791.8,CIL,NA,CIL_NA,0,0,0,0,0.101729275,0.394516255,7.490471414,18.96103586
2272,2022_R5,2022_164_R5,2022_2_R5,R5,2022_2,2022,2022_164,Road Verge,2,9,0.008792808,0,0,0,0,,164,791.8,MA,2020,MA_2020,0,0,0,0,0.054594815,0.214628174,4.740317751,10.52625985
2318,2022_W1,2022_164_W1,2022_2_W1,W1,2022_2,2022,2022_164,Water Retention Site,2,10,0.222339828,2,4,3,1,,164,791.8,MA,2020,MA_2020,0,3,0,3,0.064607267,0.245780957,5.597511346,12.23826415
2351,2022_W2,2022_164_W2,2022_2_W2,W2,2022_2,2022,2022_164,Water Retention Site,2,9,0.066366867,2,2,1,1,,164,791.8,CIL,NA,CIL_NA,0,1,1,0,0.104169608,0.395569755,7.628084811,19.30004409
2054,2022_F11,2022_165_F11,2022_2_F11,F11,2022_2,2022,2022_165,Field Margin,2,1,0.01416,3,5,5,0,,165,802.5,CIL,NA,CIL_NA,0,5,0,5,0.001025457,0.004981138,0.047270918,0.166573345
2106,2022_F8,2022_165_F8,2022_2_F8,F8,2022_2,2022,2022_165,Field Margin,2,3,0.012810033,1,1,1,0,,165,802.5,CIL,NA,CIL_NA,1,0,0,1,0.026832391,0.094960509,2.31497148,5.124565169
2177,2022_P16,2022_165_P16,2022_2_P16,P16,2022_2,2022,2022_165,Pasture,2,13,0.436816017,6,15,8,7,,165,802.5,CIL,NA,CIL_NA,1,7,2,6,0.024275,0.113481137,1.789562315,4.579255185
2230,2022_R10,2022_165_R10,2022_2_R10,R10,2022_2,2022,2022_165,Road Verge,2,8,0.043872622,0,0,0,0,,165,802.5,CIL,NA,CIL_NA,0,0,0,0,0.001410566,0.006381797,0.06436016,0.219023831
2279,2022_R7,2022_165_R7,2022_2_R7,R7,2022_2,2022,2022_165,Road Verge,2,5,0.075974101,3,5,0,5,,165,802.5,MA,2020,MA_2020,0,0,0,0,0.071081074,0.28224153,4.458624885,12.56969924
2283,2022_R9,2022_165_R9,2022_2_R9,R9,2022_2,2022,2022_165,Road Verge,2,6,0.017460919,2,3,2,1,,165,802.5,CIL,NA,CIL_NA,0,2,2,0,0.001818946,0.009034977,0.1026371,0.297276544
2291,2022_S10,2022_165_S10,2022_2_S10,S10,2022_2,2022,2022_165,Species Rich Grassland,2,16,1.033204439,8,13,5,8,,165,802.5,CIL,NA,CIL_NA,0,5,3,2,0.076492983,0.286723499,5.522103901,13.7411186
2324,2022_W11,2022_165_W11,2022_2_W11,W11,2022_2,2022,2022_165,Water Retention Site,2,10,0.108934903,1,1,0,1,,165,802.5,CIL,NA,CIL_NA,0,0,0,0,0.021298229,0.079364313,1.76169488,3.936854018
1909,2022_CF12,2022_166_CF12,2022_2_CF12,CF12,2022_2,2022,2022_166,Field Margin,2,4,0.040152406,2,2,2,0,,166,817.1,COL,NA,COL_NA,0,2,0,2,0.009140734,0.032896981,0.773793398,1.715479718
2075,2022_F18,2022_166_F18,2022_2_F18,F18,2022_2,2022,2022_166,Field Margin,2,1,0.003744,1,2,2,0,,166,817.1,CIL,NA,CIL_NA,0,2,0,2,0.003225766,0.024557352,0.335147471,0.69223938
2087,2022_F21,2022_166_F21,2022_2_F21,F21,2022_2,2022,2022_166,Field Margin,2,2,0.006949333,0,0,0,0,,166,817.1,CIL,NA,CIL_NA,0,0,0,0,0.105262495,0.413571897,6.700009053,18.50112362
2179,2022_P17,2022_166_P17,2022_2_P17,P17,2022_2,2022,2022_166,Pasture,2,7,0.119467693,1,1,1,0,,166,817.1,CIL,NA,CIL_NA,0,1,1,0,0.088751591,0.348563733,5.641540219,15.58049686
2204,2022_P24,2022_166_P24,2022_2_P24,P24,2022_2,2022,2022_166,Pasture,2,13,0.158028792,2,5,2,3,,166,817.1,MA,2020,MA_2020,0,2,0,2,0.111187609,0.438100624,7.082500096,19.57924351
2281,2022_R8,2022_166_R8,2022_2_R8,R8,2022_2,2022,2022_166,Road Verge,2,5,0.028200066,0,0,0,0,,166,817.1,CIL,NA,CIL_NA,0,0,0,0,0.003288846,0.024887489,0.338151849,0.70299612
